id,name,county,state,countyFips,lat,lng,confidence,sourceDate,agencyType,address,city,subStation,jurisdictionId,jurisdictionName
agency-building-aitkin-police-109-1st-avenue-northwest,AITKIN POLICE,Aitkin County,MN,27001,46.53273290018,-93.7084440996233,confirmed,,Police,109 1ST AVENUE NORTHWEST,AITKIN,,,
agency-building-annandale-police-30-cedar-street-east,ANNANDALE POLICE,Wright County,MN,27171,45.2638375002553,-94.1234055998136,confirmed,,Police,30 CEDAR STREET EAST,ANNANDALE,,,
agency-building-ada-police-410-west-main-street,ADA POLICE,Norman County,MN,27107,47.300519799878,-96.5167759000315,confirmed,,Police,410 WEST MAIN STREET,ADA,,,
agency-building-freeborn-county-sheriff-411-south-broadway-avenue-freeborn-county-government-center,FREEBORN COUNTY SHERIFF,Freeborn County,MN,27047,43.64611723432,-93.367718073752,confirmed,,Sheriff,"411 SOUTH BROADWAY AVENUE, FREEBORN COUNTY GOVERNMENT CENTER",ALBERT LEA,,,
agency-building-aitkin-county-sheriff-217-2nd-street-northwest,AITKIN COUNTY SHERIFF,Aitkin County,MN,27001,46.5328120012314,-93.7103560002121,confirmed,,Sheriff,217 2ND STREET NORTHWEST,AITKIN,,,
agency-building-alden-police-174-north-broadway,ALDEN POLICE,Freeborn County,MN,27047,43.6714358112976,-93.5759088311373,confirmed,,Police,174 NORTH BROADWAY,ALDEN,,,
agency-building-norman-county-sheriff-15-2nd-avenue-east,NORMAN COUNTY SHERIFF,Norman County,MN,27107,47.2981874001106,-96.5134790002937,confirmed,,Sheriff,15 2ND AVENUE EAST,ADA,,,
agency-building-albert-lea-police-411-south-broadway-avenue-freeborn-county-government-center,ALBERT LEA POLICE,Freeborn County,MN,27047,43.6460101590259,-93.3681832070331,confirmed,,Police,"411 SOUTH BROADWAY AVENUE, FREEBORN COUNTY GOVERNMENT CENTER",ALBERT LEA,,,
agency-building-brown-county-sheriff-15-south-washington-street,BROWN COUNTY SHERIFF,Brown County,MN,27015,44.3108032999764,-94.4620773996156,confirmed,,Sheriff,15 SOUTH WASHINGTON STREET,NEW ULM,,,
agency-building-sibley-county-sheriff-419-harrison-street,SIBLEY COUNTY SHERIFF,Sibley County,MN,27143,44.5561789002213,-94.220240800219,confirmed,,Sheriff,419 HARRISON STREET,GAYLORD,,,
agency-building-preston-police-210-fillmore-street-west,PRESTON POLICE,Fillmore County,MN,27045,43.6701213002626,-92.0836927985606,confirmed,,Police,210 FILLMORE STREET WEST,PRESTON,,,
agency-building-cold-spring-richmond-police-27-red-river-avenue-south,COLD SPRING-RICHMOND POLICE,Stearns County,MN,27145,45.4551032261006,-94.4295017762979,confirmed,,Police,27 RED RIVER AVENUE SOUTH,COLD SPRING,,,
agency-building-madelia-police-116-west-main-street,MADELIA POLICE,Watonwan County,MN,27165,44.0506588449652,-94.4189310101938,confirmed,,Police,116 WEST MAIN STREET,MADELIA,,,
agency-building-lewiston-police-75-rice-street,LEWISTON POLICE,Winona County,MN,27169,43.9853797011747,-91.8655286996509,confirmed,,Police,75 RICE STREET,LEWISTON,,,
agency-building-menahga-police-115-2nd-street-northeast,MENAHGA POLICE,Wadena County,MN,27159,46.7567395012205,-95.0976445998949,confirmed,,Police,115 2ND STREET NORTHEAST,MENAHGA,,,
agency-building-wadena-police-121-colfax-avenue-southeast,WADENA POLICE,Wadena County,MN,27159,46.4382215002893,-95.1360882001081,confirmed,,Police,121 COLFAX AVENUE SOUTHEAST,WADENA,,,
agency-building-sebeka-police-213-minnesota-avenue-west,SEBEKA POLICE,Wadena County,MN,27159,46.6296729001966,-95.0922954000759,confirmed,,Police,213 MINNESOTA AVENUE WEST,SEBEKA,,,
agency-building-waseca-police-508-south-state-street,WASECA POLICE,Waseca County,MN,27161,44.0750555997736,-93.508044100117,confirmed,,Police,508 SOUTH STATE STREET,WASECA,,,
agency-building-belle-plaine-police-420-east-main-street,Belle Plaine Police,Scott County,MN,27139,44.623288677315,-93.7627452768647,confirmed,,Police,420 EAST MAIN STREET,BELLE PLAINE,,agency-jurisdiction-belle-plaine-police,Belle Plaine Police
agency-building-steele-county-sheriff-204-east-pearl-street,STEELE COUNTY SHERIFF,Steele County,MN,27147,44.0869598998328,-93.222945299594,confirmed,,Sheriff,204 EAST PEARL STREET,OWATONNA,,,
agency-building-perham-police-525-west-main-street,PERHAM POLICE,Otter Tail County,MN,27111,46.5970661000305,-95.5784657985779,confirmed,,Police,525 WEST MAIN STREET,PERHAM,,,
agency-building-gaylord-police-220-jefferson-avenue-east,GAYLORD POLICE,Sibley County,MN,27143,44.5554016999583,-94.2108931002557,confirmed,,Police,220 JEFFERSON AVENUE EAST,GAYLORD,,,
agency-building-nobles-county-sheriff-1530-airport-road-suite-100-suite-200,NOBLES COUNTY SHERIFF,Nobles County,MN,27105,43.647728899786,-95.5899494003343,confirmed,,Sheriff,"1530 AIRPORT ROAD, SUITE 100 / SUITE 200",WORTHINGTON,,,
agency-building-glencoe-police-911-greeley-avenue,GLENCOE POLICE,McLeod County,MN,27085,44.7684366002181,-94.1534087993988,confirmed,,Police,911 GREELEY AVENUE,GLENCOE,,,
agency-building-sherburn-welcome-police-102-north-dugan-street,SHERBURN WELCOME POLICE,Martin County,MN,27091,43.666962567011,-94.6197610628709,confirmed,,Police,102 NORTH DUGAN STREET,WELCOME,,,
agency-building-jackson-police-1000-united-states-highway-71-north,JACKSON POLICE,Jackson County,MN,27063,43.6351996001257,-94.9943874998301,confirmed,,Police,1000 UNITED STATES HIGHWAY 71 NORTH,JACKSON,,,
agency-building-little-falls-police-207-first-street-northeast,LITTLE FALLS POLICE,Morrison County,MN,27097,45.977958199706,-94.3626566996004,confirmed,,Police,207 FIRST STREET NORTHEAST,LITTLE FALLS,,,
agency-building-montgomery-police-301-boulevard-avenue-northwest,MONTGOMERY POLICE,Le Sueur County,MN,27079,44.4419710426948,-93.584215166294,confirmed,,Police,301 BOULEVARD AVENUE NORTHWEST,MONTGOMERY,,,
agency-building-mankato-department-of-public-safety-710-south-front-street,MANKATO DEPARTMENT OF PUBLIC SAFETY,Blue Earth County,MN,27013,44.1616816998006,-94.0087622996237,confirmed,,Police,710 SOUTH FRONT STREET,MANKATO,,,
agency-building-kasson-police-401-5th-street-southeast,KASSON POLICE,Dodge County,MN,27039,44.0245829997284,-92.7438919997632,confirmed,,Police,401 5TH STREET SOUTHEAST,KASSON,,,
agency-building-lake-crystal-police-100-robinson-st,LAKE CRYSTAL POLICE,Blue Earth County,MN,27013,44.1071311720872,-94.2188294498896,confirmed,,Police,100 ROBINSON ST.,LAKE CRYSTAL,,,
agency-building-stearns-county-sheriff-807-courthouse-square,STEARNS COUNTY SHERIFF,Stearns County,MN,27145,45.5603898330847,-94.1620094711516,confirmed,,Sheriff,807 COURTHOUSE SQUARE,SAINT CLOUD,,,
agency-building-fergus-falls-police-417-south-court-street,FERGUS FALLS POLICE,Otter Tail County,MN,27111,46.2789870091217,-96.0754107792437,confirmed,,Police,417 SOUTH COURT STREET,FERGUS FALLS,,,
agency-building-ashby-police-203-main-street,ASHBY POLICE,Grant County,MN,27051,46.0929075002955,-95.8185404998683,confirmed,,Police,203 MAIN STREET,ASHBY,,,
agency-building-montevideo-police-103-canton-avenue,MONTEVIDEO POLICE,Chippewa County,MN,27023,44.9486717997494,-95.7273115000981,confirmed,,Police,103 CANTON AVENUE,MONTEVIDEO,,,
agency-building-beltrami-county-law-enforcement-center-beltrami-county-sheriff-613-minnesota-avenue-northwest,BELTRAMI COUNTY LAW ENFORCEMENT CENTER - BELTRAMI COUNTY SHERIFF,Beltrami County,MN,27007,47.473982653987,-94.8832856441545,confirmed,,Sheriff,613 MINNESOTA AVENUE NORTHWEST,BEMIDJI,,,
agency-building-fillmore-county-sheriff-901-houston-street-northwest,FILLMORE COUNTY SHERIFF,Fillmore County,MN,27045,43.6777277003113,-92.085024100015,confirmed,,Sheriff,901 HOUSTON STREET NORTHWEST,PRESTON,,,
agency-building-mille-lacs-county-jail-mille-lacs-county-sheriff-640-3rd-street-southeast,MILLE LACS COUNTY JAIL / MILLE LACS COUNTY SHERIFF,Mille Lacs County,MN,27095,45.7536787001979,-93.6429941999868,confirmed,,Sheriff,640 3RD STREET SOUTHEAST,MILACA,,,
agency-building-cottage-grove-police-7516-80th-street-south,Cottage Grove Police,Washington County,MN,27163,44.8340426001162,-92.9535649001122,confirmed,,Police,7516 80TH STREET SOUTH,COTTAGE GROVE,,agency-jurisdiction-cottage-grove-police,Cottage Grove Police
agency-building-pipestone-county-sheriff-416-south-hiawatha-avenue,PIPESTONE COUNTY SHERIFF,Pipestone County,MN,27117,43.9970602350741,-96.3183379019542,confirmed,,Sheriff,416 SOUTH HIAWATHA AVENUE,PIPESTONE,,,
agency-building-olivia-police-105-south-5th-street-suite-245,OLIVIA POLICE,Renville County,MN,27129,44.7761223999405,-94.9822799004295,confirmed,,Police,"105 SOUTH 5TH STREET, SUITE 245",OLIVIA,,,
agency-building-mapleton-police-104-2nd-avenue-northeast,MAPLETON POLICE,Blue Earth County,MN,27013,43.9279953997865,-93.9562723999811,confirmed,,Police,104 2ND AVENUE NORTHEAST,MAPLETON,,,
agency-building-emily-police-39954-lake-street,EMILY POLICE,Crow Wing County,MN,27035,46.7298647517698,-93.9560519659868,confirmed,,Police,39954 LAKE STREET,EMILY,,,
agency-building-sauk-centre-police-320-oak-street-south,SAUK CENTRE POLICE,Stearns County,MN,27145,45.7363990172259,-94.9538320241643,confirmed,,Police,320 OAK STREET SOUTH,SAUK CENTRE,,,
agency-building-long-prairie-police-615-lake-street-south,LONG PRAIRIE POLICE,Todd County,MN,27153,45.9651537999248,-94.8665480999318,confirmed,,Police,615 LAKE STREET SOUTH,LONG PRAIRIE,,,
agency-building-twin-valley-police-102-1st-street-northwest,TWIN VALLEY POLICE,Norman County,MN,27107,47.2609820998739,-96.2585412998267,confirmed,,Police,102 1ST STREET NORTHWEST,TWIN VALLEY,,,
agency-building-watonwan-county-sheriff-715-3rd-avenue-south,WATONWAN COUNTY SHERIFF,Watonwan County,MN,27165,43.981179001684,-94.625216268385,confirmed,,Sheriff,715 3RD AVENUE SOUTH,SAINT JAMES,,,
agency-building-lino-lakes-police-640-town-center-parkway,Lino Lakes Police,Anoka County,MN,27003,45.1762107997586,-93.1102959997217,confirmed,,Police,640 TOWN CENTER PARKWAY,LINO LAKES,,agency-jurisdiction-lino-lakes-police,Lino Lakes Police
agency-building-walker-police-205-minnesota-avenue-west,WALKER POLICE,Cass County,MN,27021,47.101353999839,-94.5783151995533,confirmed,,Police,205 MINNESOTA AVENUE WEST,WALKER,,,
agency-building-pine-river-police-200-front-street,PINE RIVER POLICE,Cass County,MN,27021,46.7190592002144,-94.4054698993917,confirmed,,Police,200 FRONT STREET,PINE RIVER,,,
agency-building-bovey-police-402-2nd-street,BOVEY POLICE,Itasca County,MN,27061,47.2952167997534,-93.4160221996664,confirmed,,Police,402 2ND STREET,BOVEY,,,
agency-building-roseau-police-114-2nd-street-northeast,ROSEAU POLICE,Roseau County,MN,27135,48.8469219001179,-95.7614471997219,confirmed,,Police,114 2ND STREET NORTHEAST,ROSEAU,,,
agency-building-otter-tail-county-sheriff-417-south-court-street,OTTER TAIL COUNTY SHERIFF,Otter Tail County,MN,27111,46.279682032087,-96.0746331948389,confirmed,,Sheriff,417 SOUTH COURT STREET,FERGUS FALLS,,,
agency-building-nashwauk-police-301-central-ave,NASHWAUK POLICE,Itasca County,MN,27061,47.3807466580867,-93.165651956312,confirmed,,Police,301 CENTRAL AVE.,NASHWAUK,,,
agency-building-clearbrook-police-200-elm-street,CLEARBROOK POLICE,Clearwater County,MN,27029,47.6922141999934,-95.4299388992705,confirmed,,Police,200 ELM STREET,CLEARBROOK,,,
agency-building-mcgregor-police-101-east-center-avenue,MCGREGOR POLICE,Aitkin County,MN,27001,46.6066335069913,-93.3070196457243,confirmed,,Police,101 EAST CENTER AVENUE,MCGREGOR,,,
agency-building-washington-county-sheriff-15015-62nd-street-north,Washington County Sheriff,Washington County,MN,27163,45.0374391000949,-92.8014901000986,confirmed,,Sheriff,15015 62ND STREET NORTH,STILLWATER,,agency-jurisdiction-washington-county-sheriff,Washington County Sheriff
agency-building-baxter-police-13190-memorywood-drive,BAXTER POLICE,Crow Wing County,MN,27035,46.3431317998749,-94.2935976997324,confirmed,,Police,13190 MEMORYWOOD DRIVE,BAXTER,,,
agency-building-dundas-police-470-railway-street-south-suite-d,DUNDAS POLICE,Rice County,MN,27131,44.4252595586806,-93.2133932841076,confirmed,,Police,"470 RAILWAY STREET SOUTH, SUITE D",DUNDAS,,,
agency-building-spring-lake-park-police-1301-81st-avenue-northeast,Spring Lake Park Police,Anoka County,MN,27003,45.1154418001224,-93.2371577999273,confirmed,,Police,1301 81ST AVENUE NORTHEAST,SPRING LAKE PARK,,agency-jurisdiction-spring-lake-park-police,Spring Lake Park Police
agency-building-fond-du-lac-law-enforcement-930-trettel-lane,FOND DU LAC LAW ENFORCEMENT,Carlton County,MN,27017,46.7134148347502,-92.4907987346106,confirmed,,Other,930 TRETTEL LANE,CLOQUET,,,
agency-building-new-ulm-police-15-south-washington-street,NEW ULM POLICE,Brown County,MN,27015,44.3108029001551,-94.4620782000145,confirmed,,Police,15 SOUTH WASHINGTON STREET,NEW ULM,,,
agency-building-lincoln-county-jail-lincoln-county-sheriff-322-north-wallace-street,LINCOLN COUNTY JAIL / LINCOLN COUNTY SHERIFF,Lincoln County,MN,27081,44.4627641067766,-96.2522128581946,confirmed,,Sheriff,322 NORTH WALLACE STREET,IVANHOE,,,
agency-building-redwood-county-sheriff-303-east-3rd-street,REDWOOD COUNTY SHERIFF,Redwood County,MN,27127,44.5399337103179,-95.1153029630979,confirmed,,Sheriff,303 EAST 3RD STREET,REDWOOD FALLS,,,
agency-building-milaca-police-255-1st-street-east,MILACA POLICE,Mille Lacs County,MN,27095,45.7551749997435,-93.6488721005713,confirmed,,Police,255 1ST STREET EAST,MILACA,,,
agency-building-blooming-prairie-police-138-highway-avenue-south,BLOOMING PRAIRIE POLICE,Steele County,MN,27147,43.8658874998149,-93.0492891998199,confirmed,,Police,138 HIGHWAY AVENUE SOUTH,BLOOMING PRAIRIE,,,
agency-building-oak-park-heights-police-14168-oak-park-boulevard-north,Oak Park Heights Police,Washington County,MN,27163,45.0329688930957,-92.8200631719414,confirmed,,Police,14168 OAK PARK BOULEVARD NORTH,OAK PARK HEIGHTS,,agency-jurisdiction-oak-park-heights-police,Oak Park Heights Police
agency-building-howard-lake-police-625-8th-avenue,HOWARD LAKE POLICE,Wright County,MN,27171,45.0599566001029,-94.0707851004,confirmed,,Police,625 8TH AVENUE,HOWARD LAKE,,,
agency-building-red-lake-county-sheriff-124-main-avenue-north,RED LAKE COUNTY SHERIFF,Red Lake County,MN,27125,47.8849275468871,-96.2742902606556,confirmed,,Sheriff,124 MAIN AVENUE NORTH,RED LAKE FALLS,,,
agency-building-brownsdale-police-103-east-main-street,BROWNSDALE POLICE,Mower County,MN,27099,43.7410675000018,-92.8688780996892,confirmed,,Police,103 EAST MAIN STREET,BROWNSDALE,,,
agency-building-glenwood-police-130-east-minnesota-avenue,GLENWOOD POLICE,Pope County,MN,27121,45.6498291761299,-95.3879832725719,confirmed,,Police,130 EAST MINNESOTA AVENUE,GLENWOOD,,,
agency-building-pope-county-sheriff-130-east-minnesota-avenue-suite-137,POPE COUNTY SHERIFF,Pope County,MN,27121,45.6498157999555,-95.3875968002687,confirmed,,Sheriff,"130 EAST MINNESOTA AVENUE, SUITE 137",GLENWOOD,,,
agency-building-hutchinson-police-10-franklin-street-southwest,HUTCHINSON POLICE,McLeod County,MN,27085,44.8917291001103,-94.3709885999117,confirmed,,Police,10 FRANKLIN STREET SOUTHWEST,HUTCHINSON,,,
agency-building-willmar-police-2201-23rd-street-northeast-kandiyohi-county-law-enforcement-center,WILLMAR POLICE,Kandiyohi County,MN,27067,45.145795699791,-95.0142516995695,confirmed,,Police,"2201 23RD STREET NORTHEAST, KANDIYOHI COUNTY LAW ENFORCEMENT CENTER",WILLMAR,,,
agency-building-bigfork-police-200-main-avenue,BIGFORK POLICE,Itasca County,MN,27061,47.7440375019148,-93.6548799029358,confirmed,,Police,200 MAIN AVENUE,BIGFORK,,,
agency-building-new-prague-police-118-central-avenue-north,New Prague Police,Scott County,MN,27139,44.5445714002513,-93.578068399945,confirmed,,Police,118 CENTRAL AVENUE NORTH,NEW PRAGUE,,agency-jurisdiction-new-prague-police,New Prague Police
agency-building-big-stone-county-sheriff-20-2nd-street-southeast,BIG STONE COUNTY SHERIFF,Big Stone County,MN,27011,45.3046203002532,-96.4444495999143,confirmed,,Sheriff,20 2ND STREET SOUTHEAST,ORTONVILLE,,,
agency-building-big-lake-police-121-lake-street-north,Big Lake Police,Sherburne County,MN,27141,45.3333790138901,-93.747084847702,confirmed,,Police,121 LAKE STREET NORTH,BIG LAKE,,agency-jurisdiction-big-lake-police,Big Lake Police
agency-building-hector-police-110-cedar-avenue-east,HECTOR POLICE,Renville County,MN,27129,44.7427948353009,-94.7147309142838,confirmed,,Police,110 CEDAR AVENUE EAST,HECTOR,,,
agency-building-nisswa-police-5442-city-hall-street,NISSWA POLICE,Crow Wing County,MN,27035,46.5224148998641,-94.2884488996802,confirmed,,Police,5442 CITY HALL STREET,NISSWA,,,
agency-building-carver-county-sheriff-606-east-4th-street,Carver County Sheriff,Carver County,MN,27019,44.786995699781,-93.5927817002694,confirmed,,Sheriff,606 EAST 4TH STREET,CHASKA,,agency-jurisdiction-carver-county-sheriff,Carver County Sheriff
agency-building-springfield-police-16-north-marshall-avenue,SPRINGFIELD POLICE,Brown County,MN,27015,44.2392254001321,-94.9763816000033,confirmed,,Police,16 NORTH MARSHALL AVENUE,SPRINGFIELD,,,
agency-building-thomson-township-esko-police-25-east-harney-road,THOMSON TOWNSHIP-ESKO POLICE,Carlton County,MN,27017,46.7219754997547,-92.3616348999798,confirmed,,Police,25 EAST HARNEY ROAD,ESKO,,,
agency-building-lake-shore-police-8583-interlachen-road,LAKE SHORE POLICE,Cass County,MN,27021,46.4947241001594,-94.3585206000124,confirmed,,Police,8583 INTERLACHEN ROAD,LAKE SHORE,,,
agency-building-morton-police-221-west-2nd-street,MORTON POLICE,Renville County,MN,27129,44.551552143287,-94.9848627589923,confirmed,,Police,221 WEST 2ND STREET,MORTON,,,
agency-building-coon-rapids-police-11155-robinson-drive,Coon Rapids Police,Anoka County,MN,27003,45.1730271392518,-93.303098123115,confirmed,,Police,11155 ROBINSON DRIVE,COON RAPIDS,,agency-jurisdiction-coon-rapids-police,Coon Rapids Police
agency-building-kittson-county-sheriff-410-south-5th-street,KITTSON COUNTY SHERIFF,Kittson County,MN,27069,48.7720511988554,-96.9401534996247,confirmed,,Sheriff,410 SOUTH 5TH STREET,HALLOCK,,,
agency-building-elk-river-police-13077-orono-parkway,Elk River Police,Sherburne County,MN,27141,45.3039248998774,-93.6011473996933,confirmed,,Police,13077 ORONO PARKWAY,ELK RIVER,,agency-jurisdiction-elk-river-police,Elk River Police
agency-building-wright-county-sheriff-3800-braddock-avenue-northeast,WRIGHT COUNTY SHERIFF,Wright County,MN,27171,45.2075757428825,-93.8640180667389,confirmed,,Sheriff,3800 BRADDOCK AVENUE NORTHEAST,BUFFALO,,,
agency-building-janesville-police-101-north-mott-street,JANESVILLE POLICE,Waseca County,MN,27161,44.1158375002853,-93.7085945000597,confirmed,,Police,101 NORTH MOTT STREET,JANESVILLE,,,
agency-building-waite-park-police-19-13th-avenue-north,WAITE PARK POLICE,Stearns County,MN,27145,45.5543292998832,-94.2338290001759,confirmed,,Police,19 13TH AVENUE NORTH,WAITE PARK,,,
agency-building-lamberton-police-110-2nd-avenue-west,LAMBERTON POLICE,Redwood County,MN,27127,44.231325407803,-95.2651894580962,confirmed,,Police,110 2ND AVENUE WEST,LAMBERTON,,,
agency-building-swift-county-sheriff-301-14th-street-north,SWIFT COUNTY SHERIFF,Swift County,MN,27151,45.3172023000943,-95.6015451001601,confirmed,,Sheriff,301 14TH STREET NORTH,BENSON,,,
agency-building-royalton-police-12-north-birch-street,ROYALTON POLICE,Morrison County,MN,27097,45.830279000277,-94.2929568002862,confirmed,,Police,12 NORTH BIRCH STREET,ROYALTON,,,
agency-building-coleraine-police-302-roosevelt-street,COLERAINE POLICE,Itasca County,MN,27061,47.288482499848,-93.4250333997074,confirmed,,Police,302 ROOSEVELT STREET,COLERAINE,,,
agency-building-princeton-police-705-2nd-street-north,PRINCETON POLICE,Mille Lacs County,MN,27095,45.5708333999633,-93.5835849002058,confirmed,,Police,705 2ND STREET NORTH,PRINCETON,,,
agency-building-dodge-county-sheriff-22-east-6th-street-department-201,DODGE COUNTY SHERIFF,Dodge County,MN,27039,44.0682773999889,-92.7544703997506,confirmed,,Sheriff,"22 EAST 6TH STREET, DEPARTMENT 201",MANTORVILLE,,,
agency-building-new-york-mills-police-118-north-main-avenue,NEW YORK MILLS POLICE,Otter Tail County,MN,27111,46.52004260021,-95.3740262998178,confirmed,,Police,118 NORTH MAIN AVENUE,NEW YORK MILLS,,,
agency-building-columbia-heights-police-559-mill-street-northeast,Columbia Heights Police,Anoka County,MN,27003,45.0396931270145,-93.2578651601889,confirmed,,Police,559 MILL STREET NORTHEAST,COLUMBIA HEIGHTS,,agency-jurisdiction-columbia-heights-police,Columbia Heights Police
agency-building-gibbon-police-985-1st-avenue,GIBBON POLICE,Sibley County,MN,27143,44.5324014002284,-94.5260869998143,confirmed,,Police,985 1ST AVENUE,GIBBON,,,
agency-building-jackson-county-sheriff-400-sherman-street,JACKSON COUNTY SHERIFF,Jackson County,MN,27063,43.6218511459892,-94.9898555396459,confirmed,,Sheriff,400 SHERMAN STREET,JACKSON,,,
agency-building-mcleod-county-sheriff-801-east-10th-street,MCLEOD COUNTY SHERIFF,McLeod County,MN,27085,44.7693596002683,-94.1509674003405,confirmed,,Sheriff,801 EAST 10TH STREET,GLENCOE,,,
agency-building-madison-lake-police-525-main-street,MADISON LAKE POLICE,Blue Earth County,MN,27013,44.2037296999996,-93.8152636001012,confirmed,,Police,525 MAIN STREET,MADISON LAKE,,,
agency-building-good-thunder-police-130-ewing-street,GOOD THUNDER POLICE,Blue Earth County,MN,27013,44.0040756996816,-94.0702234997355,confirmed,,Police,130 EWING STREET,GOOD THUNDER,,,
agency-building-chaska-police-2-city-hall-plaza,Chaska Police,Carver County,MN,27019,44.7874490000407,-93.6021579001834,confirmed,,Police,2 CITY HALL PLAZA,CHASKA,,agency-jurisdiction-chaska-police,Chaska Police
agency-building-sacred-heart-police-309-1st-avenue,SACRED HEART POLICE,Renville County,MN,27129,44.7861687002178,-95.3496704994034,confirmed,,Police,309 1ST AVENUE,SACRED HEART,,,
agency-building-buffalo-lake-police-315-north-main-street,BUFFALO LAKE POLICE,Renville County,MN,27129,44.7382434002588,-94.61646199999,confirmed,,Police,315 NORTH MAIN STREET,BUFFALO LAKE,,,
agency-building-forest-lake-police-1408-lake-street-south,Forest Lake Police,Washington County,MN,27163,45.2663267497361,-92.9854150179553,confirmed,,Police,1408 LAKE STREET SOUTH,FOREST LAKE,,agency-jurisdiction-forest-lake-police,Forest Lake Police
agency-building-clearwater-county-sheriff-213-main-avenue-north,CLEARWATER COUNTY SHERIFF,Clearwater County,MN,27029,47.5242781999946,-95.3991693999169,confirmed,,Sheriff,213 MAIN AVENUE NORTH,BAGLEY,,,
agency-building-blackduck-police-88-1st-street-southeast,BLACKDUCK POLICE,Beltrami County,MN,27007,47.7308531929725,-94.5464982322391,confirmed,,Police,88 1ST STREET SOUTHEAST,BLACKDUCK,,,
agency-building-isle-police-285-2nd-avenue-south,ISLE POLICE,Mille Lacs County,MN,27095,46.1371207878701,-93.4696592766728,confirmed,,Police,285 2ND AVENUE SOUTH,ISLE,,,
agency-building-appleton-police-323-west-schlieman-avenue,APPLETON POLICE,Swift County,MN,27151,45.2002791999819,-96.0215802006335,confirmed,,Police,323 WEST SCHLIEMAN AVENUE,APPLETON,,,
agency-building-henderson-police-600-main-street,HENDERSON POLICE,Sibley County,MN,27143,44.5284042011448,-93.9090632000238,confirmed,,Police,600 MAIN STREET,HENDERSON,,,
agency-building-todd-county-sheriff-115-3rd-street-south,TODD COUNTY SHERIFF,Todd County,MN,27153,45.9724343988496,-94.8609388001088,confirmed,,Sheriff,115 3RD STREET SOUTH,LONG PRAIRIE,,,
agency-building-saint-james-police-715-3rd-avenue-south,SAINT JAMES POLICE,Watonwan County,MN,27165,43.9812923767084,-94.6256545088014,confirmed,,Police,715 3RD AVENUE SOUTH,SAINT JAMES,,,
agency-building-arlington-police-322-west-main-street,ARLINGTON POLICE,Sibley County,MN,27143,44.6069723696901,-94.0809158402369,confirmed,,Police,322 WEST MAIN STREET,ARLINGTON,,,
agency-building-onamia-police-621-main-street,ONAMIA POLICE,Mille Lacs County,MN,27095,46.0704339369387,-93.6689356220991,confirmed,,Police,621 MAIN STREET,ONAMIA,,,
agency-building-le-sueur-police-228-north-main-street,LE SUEUR POLICE,Le Sueur County,MN,27079,44.4635968996967,-93.9141664006938,confirmed,,Police,228 NORTH MAIN STREET,LE SUEUR,,,
agency-building-pierz-police-101-main-street,PIERZ POLICE,Morrison County,MN,27097,45.9787630998797,-94.1043539999105,confirmed,,Police,101 MAIN STREET,PIERZ,,,
agency-building-international-falls-police-715-4th-street-law-enforcement-center,INTERNATIONAL FALLS POLICE,Koochiching County,MN,27071,48.6012687297812,-93.4107046025791,confirmed,,Police,"715 4TH STREET, LAW ENFORCEMENT CENTER",INTERNATIONAL FALLS,,,
agency-building-elko-new-market-police-601-main-street,Elko New Market Police,Scott County,MN,27139,44.5736750239256,-93.3483563691247,confirmed,,Police,601 MAIN STREET,ELKO NEW MARKET,,agency-jurisdiction-elko-new-market-police,Elko New Market Police
agency-building-crosby-police-2-2nd-street-southwest,CROSBY POLICE,Crow Wing County,MN,27035,46.4802583002916,-93.9530807998627,confirmed,,Police,2 2ND STREET SOUTHWEST,CROSBY,,,
agency-building-tyler-police-230-north-tyler-street,TYLER POLICE,Lincoln County,MN,27081,44.2788062002947,-96.1341665995713,confirmed,,Police,230 NORTH TYLER STREET,TYLER,,,
agency-building-beltrami-county-law-enforcement-center-bemidji-police-613-minnesota-avenue-northwest,BELTRAMI COUNTY LAW ENFORCEMENT CENTER - BEMIDJI POLICE,Beltrami County,MN,27007,47.473814901889,-94.8829766470529,confirmed,,Police,613 MINNESOTA AVENUE NORTHWEST,BEMIDJI,,,
agency-building-anoka-police-275-harrison-street,Anoka Police,Anoka County,MN,27003,45.2017314002966,-93.3878361005597,confirmed,,Police,275 HARRISON STREET,ANOKA,,agency-jurisdiction-anoka-police,Anoka Police
agency-building-carlton-county-sheriff-317-walnut-avenue,CARLTON COUNTY SHERIFF,Carlton County,MN,27017,46.6650038859659,-92.4238678768883,confirmed,,Sheriff,317 WALNUT AVENUE,CARLTON,,,
agency-building-morrison-county-jail-morrison-county-sheriff-213-1st-avenue-southeast,MORRISON COUNTY JAIL / MORRISON COUNTY SHERIFF,Morrison County,MN,27097,45.9756735350309,-94.3593765534427,confirmed,,Sheriff,213 1ST AVENUE SOUTHEAST,LITTLE FALLS,,,
agency-building-melrose-police-225-east-first-street-north,MELROSE POLICE,Stearns County,MN,27145,45.6761757998851,-94.8103138003011,confirmed,,Police,225 EAST FIRST STREET NORTH,MELROSE,,,
agency-building-kimball-police-1-north-main-street,KIMBALL POLICE,Stearns County,MN,27145,45.3126089997133,-94.3007699998777,confirmed,,Police,1 NORTH MAIN STREET,KIMBALL,,,
agency-building-hancock-police-662-6th-street,HANCOCK POLICE,Stevens County,MN,27149,45.4983469002163,-95.794284300161,confirmed,,Police,662 6TH STREET,HANCOCK,,,
